source,kanji,reading
JMDict,雪兎,ユキウサギ
JMDict,３８度線,さんじゅうはちどせん
JMDict,雪柳,ユキヤナギ
JMDict,田舍,いなか
JMDict,沫,あぶく
JMDict,刺刺,トゲトゲ
JMDict,刺々,トゲトゲ
JMDict,イスラーム原理主義,イスラムげんりしゅぎ
JMDict,イスラム原理主義,イスラームげんりしゅぎ
JMDict,伊太利,イタリヤ
JMDict,田舎もの,いなかもん
JMDict,雪割り草,ユキワリソウ
JMDict,雪割草,ユキワリソウ
JMDict,田舎もん,いなかもの
JMDict,引き越す,ひっこす
JMDict,引っこす,ひきこす
JMDict,引っ越す,ひきこす
JMDict,引越す,ひきこす
JMDict,雪催い,ゆきもよい
JMDict,十手,じってい
JMDict,実手,じってい
JMDict,實手,じってい
JMDict,丹頂,タンチョウ
JMDict,雪隠詰,せっちんづめ
JMDict,１０進,じっしん
JMDict,１０進,じゅっしん
JMDict,犬薄荷,イヌハッカ
JMDict,雪質,せきしつ
JMDict,青鸞,セイラン
JMDict,１０進法,じっしんほう
JMDict,田んぼ,でんぼ
JMDict,田畝,たんぼ
JMDict,田ぼ,でんぽ
JMDict,田んぼ,でんぽ
JMDict,３人,みたり
JMDict,無味簡素,むみかんそう
JMDict,縫合せる,ぬいあわせる
JMDict,砲熕,ほうこう
JMDict,共切れ,ともぬの
JMDict,一二,じゅうに
JMDict,１２,じゅうに
JMDict,縫いぐるみ,ヌイグルミ
JMDict,縫い包み,ヌイグルミ
JMDict,１２月,じゅうにがつ
JMDict,一二月,じゅうにがつ
JMDict,３０００,さんぜん
JMDict,三〇〇〇,さんぜん
JMDict,彼岸花,ヒガンバナ
JMDict,人間のクズ,にんげんのくず
JMDict,人間のくず,にんげんのクズ
JMDict,人間の屑,にんげんのクズ
JMDict,鴿,ドバト
JMDict,土鳩,ドバト
JMDict,１２時,じゅうにじ
JMDict,座頭鯨,ザトウクジラ
JMDict,彼奴,かやつ
JMDict,彼方,かなた
JMDict,彼方,あなた
JMDict,ＪＣＴ,ジェー・シー・ティー
JMDict,ＪＣＴ,ジェイシーティー
JMDict,如在,じょさい
JMDict,三途の河,さんずのかわ
JMDict,三途の川,さんずのかわ
JMDict,一〇日,とおか
JMDict,１０日,とおか
JMDict,無理,ムリ
JMDict,１８,じゅうはち
JMDict,一八,じゅうはち
JMDict,電気カミソリ,でんきかみそり
JMDict,電気かみそり,でんきカミソリ
JMDict,電気剃刀,でんきカミソリ
JMDict,幢幡,どうばん
JMDict,１０分,じっぷん
JMDict,１０分,じゅっぷん
JMDict,ＲＣ,アール・シー
JMDict,伊蘭,イラン
JMDict,糵,モヤシ
JMDict,萌やし,モヤシ
JMDict,萌し,モヤシ
JMDict,芸奴,げいこ
JMDict,芸妓,げいこ
JMDict,芸奴,げいぎ
JMDict,芸姑,げいぎ
JMDict,艾,ヨモギ
JMDict,蕭,ヨモギ
JMDict,蒿,ヨモギ
JMDict,蓬,ヨモギ
JMDict,蜂,ハチ
JMDict,引っ張り凧,ひっぱりダコ
JMDict,引っ張り蛸,ひっぱりダコ
JMDict,引っ張りだこ,ひっぱりダコ
JMDict,引っ張りダコ,ひっぱりダコ
JMDict,蜂の巣,ハチノス
JMDict,１０分の１,じゅうぶんのいち
JMDict,蜂蜜,ハチミツ
JMDict,はち蜜,ハチミツ
JMDict,蜂蜜,はつみつ
JMDict,はち蜜,はつみつ
JMDict,悲喜交々,ひきこもごも
JMDict,悲喜交交,ひきこもごも
JMDict,褒め殺し,ホメごろし
JMDict,誉め殺し,ホメごろし
JMDict,奴輩,しゃつばら
JMDict,一〇〇〇〇〇,じゅうまん
JMDict,１０００００,じゅうまん
JMDict,１０万,じゅうまん
JMDict,ド真中,ドまんなか
JMDict,どまん中,ドまんなか
JMDict,ど真ん中,ドまんなか
JMDict,土真ん中,ドまんなか
JMDict,ど真中,ドまんなか
JMDict,ドまん中,どまんなか
JMDict,ド真中,どまんなか
JMDict,ド真ん中,どまんなか
JMDict,英蘭,イングランド
JMDict,ど真中,どまんなか
JMDict,舢板,サンパン
JMDict,三板,サンパン
JMDict,１６,じゅうろく
JMDict,一六,じゅうろく
JMDict,３００,さんびゃく
JMDict,三〇〇,さんびゃく
JMDict,電子メイル,でんしメール
JMDict,尚いい,なおよい
JMDict,猶良い,なおいい
JMDict,尚よい,なおいい
JMDict,鋒先,ほこさき
JMDict,南阿共和国,なんあきょうわこく
JMDict,椋鳥,ムクドリ
JMDict,鶁,ムクドリ
JMDict,三昧,ざんまい
JMDict,涙塞き敢えず,なみだせきあえず
JMDict,婿養子,ムコようし
JMDict,ムコ養子,むこようし
JMDict,波の音,なみのおと
JMDict,誌す,きす
JMDict,識す,きす
JMDict,ダライ盤,ダライバン
JMDict,三毛,ミケ
JMDict,短か夜,たんや
JMDict,三筋,ミスジ
JMDict,めい福,みょうふく
JMDict,電波,デンパ
JMDict,電波,デムパ
JMDict,三椏,ミツマタ
JMDict,ばかさ加減,バカさかげん
JMDict,馬鹿さ加減,バカさかげん
JMDict,バカさ加減,バカさかげん
JMDict,染井吉野,ソメイヨシノ
JMDict,新カヤ,しんかや
JMDict,新榧,しんカヤ
JMDict,新かや,しんカヤ
JMDict,蛆,ウジ
JMDict,液,しる
JMDict,雉鳩,キジバト
JMDict,顰み,ひん
JMDict,鶫,ツグミ
JMDict,鶇,ツグミ
JMDict,入声,にっせい
JMDict,入声,にっしょう
JMDict,鵯,ヒヨドリ
JMDict,ひよ鳥,ヒヨドリ
JMDict,鵯,ヒエドリ
JMDict,ひよ鳥,ヒエドリ
JMDict,ひよ鳥,ひえどり
JMDict,鳳翅鐘,ほうしとう
JMDict,跟骨,ごんこつ
JMDict,菟,う
JMDict,兔,う
JMDict,兔,う
JMDict,兔,うさぎ
JMDict,菟,ウサギ
JMDict,兎,ウサギ
JMDict,兔,ウサギ
JMDict,兔,ウサギ
JMDict,暹羅鶏,シャムロけい
JMDict,獣,ケモノ
JMDict,獣,ケダモノ
JMDict,茱萸,グミ
JMDict,胡頽子,グミ
JMDict,人間の肉,にんげんのにく
JMDict,彼式,あれしき
JMDict,竪,タテ
JMDict,経,タテ
JMDict,縦,タテ
JMDict,インサイダ取引,インサイダーとりひき
JMDict,猫族,ネコぞく
JMDict,ネコ属,ねこぞく
JMDict,白テン,しろてん
JMDict,白貂,しろテン
JMDict,御洒落さん,オシャレさん
JMDict,お洒落さん,オシャレさん
JMDict,浜菜,ハマナ
JMDict,左右,とかく
JMDict,兎馬,ろ
JMDict,吐きけ,はきげ
JMDict,吐出す,ほきだす
JMDict,はき出す,ほきだす
JMDict,ばか高い,バカたかい
JMDict,バカ高い,バカたかい
JMDict,馬鹿高い,バカたかい
JMDict,脇見,ぼうし
JMDict,わき見,ぼうし
JMDict,傍耳,かたみみ
JMDict,乗りが良い,ノリがよい
JMDict,乗りがよい,ノリがよい
JMDict,乗りがいい,ノリがよい
JMDict,のりが良い,ノリがよい
JMDict,乗りが良い,ノリがいい
JMDict,乗りがよい,ノリがいい
JMDict,乗りがいい,ノリがいい
JMDict,のりが良い,ノリがいい
JMDict,ノリが良い,のりがよい
JMDict,乗りがいい,のりがよい
JMDict,ノリが良い,のりがいい
JMDict,乗りがよい,のりがいい
JMDict,ポロ葱,ポロネギ
JMDict,萩属,ハギぞく
JMDict,ハギ属,はぎぞく
JMDict,野萵苣,ノヂシャ
JMDict,皮剝ぎ,カワハギ
JMDict,皮剥ぎ,カワハギ
JMDict,皮剝,カワハギ
JMDict,皮剥,カワハギ
JMDict,ＩＭＦ,アイ・エム・エフ
JMDict,ＩＱ,アイ・キュー
JMDict,ヒフ科,ひふか
JMDict,皮フ科,ひふか
JMDict,皮膚科,ヒフか
JMDict,皮ふ科,ヒフか
JMDict,皮フ科,ヒフか
JMDict,皮膚科,ひフか
JMDict,皮ふ科,ひフか
JMDict,ヒフ科,ひフか
JMDict,弾き,ハジキ
JMDict,ＲＰＧ,アール・ピー・ジー
JMDict,アイデア商品,アイディアしょうひん
JMDict,アイディア商品,アイデアしょうひん
JMDict,人脈づくり,じんみゃくつくり
JMDict,人脈つくり,じんみゃくづくり
JMDict,棈,アベマキ
JMDict,阿部槇,アベマキ
JMDict,阿部槙,アベマキ
JMDict,ＨＡＣＣＰ,ハサップ
JMDict,ＨＡＣＣＰ,ハセップ
JMDict,ツンと来る,つんとくる
JMDict,つんと来る,ツンとくる
JMDict,ＡＶ,エー・ブイ
JMDict,鳥竜茶,ウーロンちゃ
JMDict,烏龍茶,ウーロンちゃ
JMDict,烏竜茶,ウーロンちゃ
JMDict,鳥龍茶,ウーロンちゃ
JMDict,ウーロン茶,ウーロンチャ
JMDict,鳥竜茶,ウーロンチャ
JMDict,烏龍茶,ウーロンチャ
JMDict,烏竜茶,ウーロンチャ
JMDict,鳥龍茶,ウーロンチャ
JMDict,だち公,ダチこう
JMDict,ダチ公,だちこう
JMDict,話の種,はなしのタネ
JMDict,話のたね,はなしのタネ
JMDict,話のタネ,はなしのたね
JMDict,徒事,ただごと
JMDict,あだ事,ただごと
JMDict,唯事,あだごと
JMDict,ただ事,あだごと
JMDict,只事,あだごと
JMDict,アヘン戦争,あへんせんそう
JMDict,鴉片戦争,アヘンせんそう
JMDict,阿片戦争,アヘンせんそう
JMDict,アメーバ赤痢,アメーバーせきり
JMDict,アメーバー赤痢,アメーバせきり
JMDict,タダで済む,ただですむ
JMDict,ただで済む,タダですむ
JMDict,陰嚢,ふぐり
JMDict,和佐比,ワサビ
JMDict,山葵,ワサビ
JMDict,緋衣草,ヒゴロモソウ
JMDict,山芋,ヤマイモ
JMDict,山いも,ヤマイモ
JMDict,別ウィンドー,べつウィンドウ
JMDict,別ウインドー,べつウィンドウ
JMDict,別ウインドウ,べつウィンドウ
JMDict,忘れもん,わすれもの
JMDict,山影,さんいん
JMDict,α粒子,アルファりゅうし
JMDict,花衝羽根空木,ハナツクバネウツギ
JMDict,花衝羽根空木,はなつくばねうつぎ
JMDict,影アナ,カゲアナ
JMDict,早いとこ,はやいところ
JMDict,霍公鳥,くつてどり
JMDict,田鵑,くつてどり
JMDict,沓直鳥,くつてどり
JMDict,蜀魂,くつてどり
JMDict,杜宇,くつてどり
JMDict,陰陽道,おんみょうどう
JMDict,子規,くつてどり
JMDict,不如帰,くつてどり
JMDict,早いところ,はやいとこ
JMDict,時鳥,くつてどり
JMDict,郭公,くつてどり
JMDict,杜鵑,くつてどり
JMDict,陰陽道,おんようどう
JMDict,沓手鳥,しょっこん
JMDict,霍公鳥,しょっこん
JMDict,田鵑,しょっこん
JMDict,沓直鳥,しょっこん
JMDict,杜宇,しょっこん
JMDict,子規,しょっこん
JMDict,不如帰,しょっこん
JMDict,時鳥,しょっこん
JMDict,郭公,しょっこん
JMDict,杜鵑,しょっこん
JMDict,田鵑,ほととぎす
JMDict,沓直鳥,ほととぎす
JMDict,鋏を入れる,ハサミをいれる
JMDict,ハサミを入れる,ハサミをいれる
JMDict,沓手鳥,とけん
JMDict,霍公鳥,とけん
JMDict,田鵑,とけん
JMDict,沓直鳥,とけん
JMDict,蜀魂,とけん
JMDict,はさみを入れる,ハサミをいれる
JMDict,杜宇,とけん
JMDict,子規,とけん
JMDict,不如帰,とけん
JMDict,時鳥,とけん
JMDict,郭公,とけん
JMDict,沓手鳥,とう
JMDict,霍公鳥,とう
JMDict,田鵑,とう
JMDict,沓直鳥,とう
JMDict,蜀魂,とう
JMDict,子規,とう
JMDict,不如帰,とう
JMDict,時鳥,とう
JMDict,郭公,とう
JMDict,杜鵑,とう
JMDict,沓手鳥,しき
JMDict,霍公鳥,しき
JMDict,田鵑,しき
JMDict,沓直鳥,しき
JMDict,蜀魂,しき
JMDict,杜宇,しき
JMDict,不如帰,しき
JMDict,時鳥,しき
JMDict,郭公,しき
JMDict,杜鵑,しき
JMDict,沓手鳥,ふじょき
JMDict,霍公鳥,ふじょき
JMDict,田鵑,ふじょき
JMDict,沓直鳥,ふじょき
JMDict,蜀魂,ふじょき
JMDict,杜宇,ふじょき
JMDict,子規,ふじょき
JMDict,時鳥,ふじょき
JMDict,郭公,ふじょき
JMDict,杜鵑,ふじょき
JMDict,沓手鳥,ホトトギス
JMDict,霍公鳥,ホトトギス
JMDict,田鵑,ホトトギス
JMDict,沓直鳥,ホトトギス
JMDict,蜀魂,ホトトギス
JMDict,杜宇,ホトトギス
JMDict,子規,ホトトギス
JMDict,不如帰,ホトトギス
JMDict,時鳥,ホトトギス
JMDict,郭公,ホトトギス
JMDict,杜鵑,ホトトギス
JMDict,ハヤブサ科,はやぶさか
JMDict,隼科,ハヤブサか
JMDict,初紅葉,はつもみじば
JMDict,うそ泣き,ウソなき
JMDict,嘘泣き,ウソなき
JMDict,ウソ泣き,うそなき
JMDict,初紅葉,はつもみちば
JMDict,ＥＣ,イー・シー
JMDict,山桜,ヤマザクラ
JMDict,孤立した言語,どくりつしたげんご
JMDict,ＥＵ,イー・ユー
JMDict,隠しごと,かくしこと
JMDict,腹鼓を打つ,はらつずみをうつ
JMDict,花車,さんしゃ
JMDict,楽々,ラクラク
JMDict,楽楽,ラクラク
JMDict,張合せる,はりあわせる
JMDict,渡り,ワタリ
JMDict,貼合せる,はりあわせる
JMDict,山女魚,ヤマメ
JMDict,山女,ヤマメ
JMDict,インド・ヨーロッパ語族,インドヨーロッパごぞく
JMDict,ウイルス病,バイラスびょう
JMDict,バイラス病,ウイルスびょう
JMDict,ひざ上,しつじょう
JMDict,隠れみの,カクレミノ
JMDict,隠れ蓑,カクレミノ
JMDict,更科粉,さらしなこ
JMDict,牛疫,うしやみ
JMDict,ＡＢＣ,エー・ビー・シー
JMDict,虎目石,とらのめいし
JMDict,虎眼石,とらのめいし
JMDict,虎目石,こがんせき
JMDict,隠元,インゲン
JMDict,隠元豆,インゲンマメ
JMDict,インゲン豆,インゲンマメ
JMDict,いんげん豆,インゲンマメ
JMDict,犬ゾリ,いぬぞり
JMDict,犬橇,いぬゾリ
JMDict,犬ぞり,いぬゾリ
JMDict,犬鷲,イヌワシ
JMDict,狗鷲,イヌワシ
JMDict,雨雑じり,あめまじり
JMDict,山茶花,サザンカ
JMDict,烏瓜,カラスウリ
JMDict,烏鳩,カラスバト
JMDict,貝独楽,べえごま
JMDict,貝独楽,ベーゴマ
JMDict,貝独楽,ベイゴマ
JMDict,焼きガキ,やきがき
JMDict,焼き牡蠣,やきガキ
JMDict,焼きがき,やきガキ
JMDict,山猫,ヤマネコ
JMDict,蚊燻,かやり
JMDict,饑える,かつえる
JMDict,ＥＳＳ,イー・エス・エス
JMDict,馬鹿なことをする,バカなことをする
JMDict,馬鹿な事をする,バカなことをする
JMDict,猫可愛がり,ねこかわいがり
JMDict,日出ずる国,ひいづるくに
JMDict,日出国,ひいづるくに
JMDict,日出づる国,ひいずるくに
JMDict,日出国,ひいずるくに
JMDict,猫柳,ネコヤナギ
JMDict,暴風,あらし
JMDict,虎河豚,トラフグ
JMDict,野羊,ヤギ
JMDict,山羊,ヤギ
JMDict,山羊座,ヤギざ
JMDict,やぎ座,ヤギざ
JMDict,ヤギ座,やぎざ
JMDict,虎落笛,もがりぶえ
JMDict,虎髭,こぜん
JMDict,虎鬚,こぜん
JMDict,虎髯,こしゅ
JMDict,虎髭,こしゅ
JMDict,キツネ色,きつねいろ
JMDict,きつね色,キツネいろ
JMDict,狐色,キツネいろ
JMDict,狐の嫁入り,キツネのよめいり
JMDict,きつねの嫁入り,キツネのよめいり
JMDict,キツネの嫁入り,キツネのよめいり
JMDict,狐猿,キツネザル
JMDict,堙滅,えんめつ
JMDict,隠滅,えんめつ
JMDict,山椒,サンショウ
JMDict,貘,バク
JMDict,獏,バク
JMDict,撃合い,うちあい
JMDict,山椒魚,サンショウウオ
JMDict,波飛沫,なみしぶき
JMDict,酷い,ムゴい
JMDict,惨い,ムゴい
JMDict,アーツ・アンド・クラフツ運動,アーツアンドクラフツうんどう
JMDict,明日葉,アシタバ
JMDict,鹹草,アシタバ
JMDict,鹹草,あしたば
JMDict,明日葉,あしたぐさ
JMDict,鹹草,あしたぐさ
JMDict,龜,カメ
JMDict,亀,カメ
JMDict,オーストロアジア語族,アウストロアジアごぞく
JMDict,アウストロアジア語族,オーストロアジアごぞく
JMDict,オーストロネシア語族,アウストロネシアごぞく
JMDict,アウストロネシア語族,オーストロネシアごぞく
JMDict,父王,ぶおう
JMDict,筆舌に尽しがたい,ひつぜつにつくしがたい
JMDict,筆舌に尽し難い,ひつぜつにつくしがたい
JMDict,亀甲,きっこう
JMDict,龜甲,きっこう
JMDict,人当たりがいい,ひとあたりがよい
JMDict,人当たりがよい,ひとあたりがいい
JMDict,アデノシン三燐酸,アデノシンさんリンさん
JMDict,ＦＰ,エフ・ピー
JMDict,アデノシン三リン酸,アデノシンさんりんさん
JMDict,宇克蘭,ウクライナ
JMDict,烏克蘭,ウクライナ
JMDict,ＨＲ,エイチ・アール
JMDict,ＨＲ,エッチ・アール
JMDict,シシ唐辛子,シシトウガラシ
JMDict,獅子唐辛子,シシトウガラシ
JMDict,獅子唐芥子,シシトウガラシ
JMDict,しし唐辛子,シシトウガラシ
JMDict,宇柳貝,ウルグアイ
JMDict,宇柳具,ウルグアイ
JMDict,獅子がしら,シシガシラ
JMDict,獅子頭,シシガシラ
JMDict,しし頭,シシガシラ
JMDict,ブドウ畑,ぶどうばたけ
JMDict,ぶどう畑,ブドウばたけ
JMDict,葡萄畑,ブドウばたけ
JMDict,ブドウ園,ぶどうえん
JMDict,葡萄園,ブドウえん
JMDict,ぶどう園,ブドウえん
JMDict,畑鼠,ハタネズミ
JMDict,棒きれ,ぼうぎれ
JMDict,右脚,うそく
JMDict,度,たんび
JMDict,散ける,バラける
JMDict,贋印,ぎいん
JMDict,アメリカ熊,アメリカグマ
JMDict,アメリカ野牛,アメリカヤギュウ
JMDict,鱈場蟹,たらばガニ
JMDict,たらば蟹,たらばガニ
JMDict,多羅波蟹,たらばガニ
JMDict,アメリカ獏,アメリカバク
JMDict,アメリカ貘,アメリカバク
JMDict,鱈場ガニ,たらばがに
JMDict,鱈場蟹,タラバガニ
JMDict,たらば蟹,タラバガニ
JMDict,多羅波蟹,タラバガニ
JMDict,鱈場ガニ,タラバガニ
JMDict,右翼,ウヨク
JMDict,散らし,チラシ
JMDict,アラビアゴムの木,アラビアゴムノキ
JMDict,サバニ帆漕,サバニほうそう
JMDict,Ａ／Ｄコンバーター,エーディーコンバーター
JMDict,Ａ／Ｄコンバータ,エーディーコンバーター
JMDict,ド肝を抜く,どぎもをぬく
JMDict,度肝を抜く,ドぎもをぬく
JMDict,度胆を抜く,ドぎもをぬく
JMDict,度忘れ,ドわすれ
JMDict,ど忘れ,ドわすれ
JMDict,ド忘れ,どわすれ
JMDict,迷児,まいご
JMDict,洞道,とうどう
JMDict,土,つし
JMDict,紡錘,つみ
JMDict,錘,ぼうすい
JMDict,唐銅,からかね
JMDict,品のいい,ひんのよい
JMDict,品のよい,ひんのいい
JMDict,寄居虫,ヤドカリ
JMDict,宿借り,ヤドカリ
JMDict,宿借,ヤドカリ
JMDict,宿借り,かみな
JMDict,宿借,かみな
JMDict,土くれ,どかい
JMDict,宿借り,ごうな
JMDict,宿借,ごうな
JMDict,晨鴨,しのりがも
JMDict,晨り鴨,シノリガモ
JMDict,晨鴨,シノリガモ
JMDict,しのり鴨,シノリガモ
JMDict,ＡＮＤ回路,アンドかいろ
JMDict,烏,カラス
JMDict,鴉,カラス
JMDict,土器,かわらけ
JMDict,撫で撫で,ナデナデ
JMDict,どしゃ降り,ドシャぶり
JMDict,ドシャ降り,ドシャぶり
JMDict,土砂降り,ドシャぶり
JMDict,散水,さっすい
JMDict,烏羽玉,ウバタマ
JMDict,からす貝,カラスガイ
JMDict,烏貝,カラスガイ
JMDict,尻カッチン,けつかっちん
JMDict,尻かっちん,けつカッチン
JMDict,烏蛇,カラスヘビ
JMDict,尻かっちん,ケツカッチン
JMDict,尻カッチン,ケツカッチン
JMDict,散布,さっぷ
JMDict,鰞,イカ
JMDict,柔魚,イカ
JMDict,烏賊,イカ
JMDict,毘盧舎那仏,びるしゃなぶつ
JMDict,毘廬遮那仏,びるしゃなぶつ
JMDict,毘盧遮那仏,びるしゃなぶつ
JMDict,毘廬舎那仏,びるしゃなぶつ
JMDict,怺える,こたえる
JMDict,ＡＩＤＳ,エイズ
JMDict,ＡＩＤＳウイルス,エイズウイルス
JMDict,インシュリン・ショック療法,インシュリンショックりょうほう
JMDict,インドゴムの木,インドゴムノキ
JMDict,謀反,ぼうはん
JMDict,芥,ゴモク
JMDict,羽根,は
JMDict,インド象,インドゾウ
JMDict,見霽かす,みはるかす
JMDict,見晴かす,みはるかす
JMDict,羽搏く,はばたく
JMDict,仲いい,なかよい
JMDict,仲よい,なかよい
JMDict,仲よい,なかいい
JMDict,土地,どおじ
JMDict,かち込み,カチこみ
JMDict,カチ込み,かちこみ
JMDict,カチ込み,カチコミ
JMDict,かち込み,カチコミ
JMDict,相向ふ,あいむかう
JMDict,棧敷,さじき
JMDict,桟敷,さじき
JMDict,土豚,ツチブタ
JMDict,戯け芝居,おどけしばい
JMDict,蔓橋,かずらばし
JMDict,土筆,ひっとうさい
JMDict,筆頭菜,つくづくし
JMDict,土筆,つくづくし
JMDict,筆頭菜,どひつ
JMDict,珊瑚,サンゴ
JMDict,珊瑚礁,サンゴしょう
JMDict,さんご礁,サンゴしょう
JMDict,サンゴ礁,さんごしょう
JMDict,厄瓜多,エクアドル
JMDict,忠実,マメ
JMDict,不貞腐れ,ふてくされ
JMDict,奴,ヤツ
JMDict,メス猫,めねこ
JMDict,メス猫,めすねこ
JMDict,滅茶苦茶,メチャクチャ
JMDict,目茶苦茶,メチャクチャ
JMDict,牝猫,メスねこ
JMDict,雌猫,メスねこ
JMDict,赤猿子,アカマシコ
JMDict,産着,うぶぎぬ
JMDict,産着,さんい
JMDict,金糸雀色,カナリアいろ
JMDict,カナリア色,きんしじゃくいろ
JMDict,雨蛙,アマガエル
JMDict,雨がえる,アマガエル
JMDict,生毛,うぶげ
JMDict,カルヴァン主義,カルヴィンしゅぎ
JMDict,カルバン主義,カルヴィンしゅぎ
JMDict,カルヴァン主義,カルバンしゅぎ
JMDict,カルヴィン主義,カルバンしゅぎ
JMDict,カルバン主義,カルヴァンしゅぎ
JMDict,カルヴィン主義,カルヴァンしゅぎ
JMDict,ちりめん皺,ちりめんジワ
JMDict,縮緬皺,ちりめんジワ
JMDict,雨合羽,あまガッパ
JMDict,カセット焜炉,カセットコンロ
JMDict,ＣＰ,シー・ピー
JMDict,年長ける,としたける
JMDict,ガス焜炉,ガスコンロ
JMDict,ＳＦ,エス・エフ
JMDict,うの花,ウノハナ
JMDict,卯の花,ウノハナ
JMDict,ＳＭ,エス・エム
JMDict,ＳＯＳ,エス・オー・エス
JMDict,蠶,カイコ
JMDict,蚕,カイコ
JMDict,卯年,ウサギどし
JMDict,うさぎ年,ウサギどし
JMDict,ウサギ年,うどし
JMDict,うさぎ年,うどし
JMDict,ウサギ年,うさぎどし
JMDict,卯年,うさぎどし
JMDict,鵜,ウ
JMDict,葡萄狩り,ブドウがり
JMDict,ぶどう狩り,ブドウがり
JMDict,ブドウ狩り,ぶどうがり
JMDict,ｔ分布,ティーぶんぷ
JMDict,ガリレイ衛星,ガリレオえいせい
JMDict,ガリレオ衛星,ガリレイえいせい
JMDict,頬骨,つらぼね
JMDict,蹴落す,けおとす
JMDict,ギリシャ語,ギリシアご
JMDict,ギリシア語,ギリシャご
JMDict,ギリシア正教,ギリシャせいきょう
JMDict,ギリシャ正教,ギリシアせいきょう
JMDict,ギリシア正教会,ギリシャせいきょうかい
JMDict,ギリシャ正教会,ギリシアせいきょうかい
JMDict,ＳＴＯＬ,エストール
JMDict,擬宝珠,ギボウシ
JMDict,ギリシア彫刻,ギリシャちょうこく
JMDict,擬宝珠,ギボシ
JMDict,ギリシャ彫刻,ギリシアちょうこく
JMDict,ギリシャ哲学,ギリシアてつがく
JMDict,ギリシア哲学,ギリシャてつがく
JMDict,ギリシャ美術,ギリシアびじゅつ
JMDict,ギリシア美術,ギリシャびじゅつ
JMDict,碓氷峠,うすいとうげ
JMDict,クラシック音楽,クラッシックおんがく
JMDict,クラッシック音楽,クラシックおんがく
JMDict,北京,ペキン
JMDict,北京,ペイチン
JMDict,北京語,ペキンご
JMDict,頁付け,ページづけ
JMDict,出しにする,ダシにする
JMDict,北極熊,ホッキョクグマ
JMDict,グアノシン三リン酸,グアノシンさんりんさん
JMDict,グアノシン三燐酸,グアノシンさんリンさん
JMDict,尾長,オナガ
JMDict,噓,ウソ
JMDict,嘘,ウソ
JMDict,棉,ワタ
JMDict,綿,ワタ
JMDict,草綿,ワタ
JMDict,ウソを吐く,ウソをつく
JMDict,ウソを付く,ウソをつく
JMDict,うそを吐く,ウソをつく
JMDict,嘘をつく,ウソをつく
JMDict,嘘を付く,ウソをつく
JMDict,嘘を吐く,ウソをつく
JMDict,うそを付く,ウソをつく
JMDict,抱合せる,だきあわせる
JMDict,嘘吐き,ウソつき
JMDict,嘘付き,ウソつき
JMDict,噓吐き,ウソつき
JMDict,ゲラダ狒々,ゲラダヒヒ
JMDict,ゲラダ狒狒,ゲラダヒヒ
JMDict,酸み,さんみ
JMDict,鰻,ウナギ
JMDict,ココ椰子,ココヤシ
JMDict,鰻どん,うなどんぶり
JMDict,鰻丼,うなどんぶり
JMDict,うなぎ丼,うなどんぶり
JMDict,鰻どんぶり,うなどん
JMDict,鰻どん,うなどん
JMDict,鰻丼,うなどん
JMDict,うなぎ丼,うなどん
JMDict,鰻どんぶり,うなぎどん
JMDict,鰻どんぶり,うなぎどんぶり
JMDict,うな丼,うなぎどんぶり
JMDict,鰻どん,うなぎどんぶり
JMDict,厩,まや
JMDict,廐,まや
JMDict,馬舎,まや
JMDict,廏,まや
JMDict,馬舎,うまや
JMDict,微笑み,ほおえみ
JMDict,ほほ笑み,ほおえみ
JMDict,須臾,しばらく
JMDict,微笑む,ほおえむ
JMDict,ほほ笑む,ほおえむ
JMDict,面子,メンコ
JMDict,瓜,ウリ
JMDict,尖み,コスミ
JMDict,尖,コスミ
JMDict,材棒,さいぼう
JMDict,撮棒,さいぼう
JMDict,尖棒,さいぼう
JMDict,面子,メンツ
JMDict,微塵子,ミジンコ
JMDict,水蚤,ミジンコ
JMDict,北枕,キタマクラ
JMDict,ｅｔｃ．,エト・セトラ
JMDict,ｅｔｃ．,エトセトラ
JMDict,祇園祭,ぎおんまつり
JMDict,祇園祭り,ぎおんまつり
JMDict,ガム靴,ゴムぐつ
JMDict,ゴム靴,ガムぐつ
JMDict,運がよい,うんがいい
JMDict,運がいい,うんがよい
JMDict,ＮＧ,エヌ・ジー
JMDict,僕,ボク
JMDict,微妙,ビミョー
JMDict,マジ話,マジバナ
JMDict,１６日,じゅうろくにち
JMDict,一六日,じゅうろくにち
JMDict,１７日,じゅうしちにち
JMDict,一七日,じゅうしちにち
JMDict,１７日,じゅうななにち
JMDict,一七日,じゅうななにち
JMDict,義弟,おとうと
JMDict,糞ビッチ,クソビッチ
JMDict,面倒臭い,めんどくさい
JMDict,姫蟻食,ヒメアリクイ
JMDict,ゴミ屑,ごみくず
JMDict,ごみ屑,ゴミくず
JMDict,塵屑,ゴミくず
JMDict,ゴミ屑,ゴミクズ
JMDict,ごみ屑,ゴミクズ
JMDict,塵屑,ゴミクズ
JMDict,一八日,じゅうはちにち
JMDict,１８日,じゅうはちにち
JMDict,枇杷,ビワ
JMDict,二一日,にじゅういちにち
JMDict,２１日,にじゅういちにち
JMDict,義妹,いもうと
JMDict,ヘラクレス大兜,ヘラクレスオオカブト
JMDict,ヘラクレス大兜,ヘルクレスオオカブト
JMDict,カツオ味噌,かつおみそ
JMDict,かつお味噌,カツオみそ
